DX1,DY1,DX2,DY2,DX3,DY3,DX4,DY4,N° image
0,0,-9.91240728997375E-06,-2.34963072420823E-05,2.0574473308399E-06,-4.84466196942456E-06,0,0,36
0,0,-8.18946658816162E-06,-2.1681989434076E-05,2.00775333181679E-06,-8.95920042490123E-06,0,0,37
0,0,-6.05746650641826E-06,-3.94364139965823E-05,-2.62625566536428E-06,-1.07317705146318E-06,0,0,38
0,0,-8.07141954533413E-06,-2.23787015360151E-05,2.28399136084159E-06,-9.96600632442738E-06,0,0,39
0,0,-6.60199403148582E-06,-2.00493585664162E-05,1.38431723953747E-06,-1.37559915795239E-05,0,0,40
0,0,-1.33464446783471E-05,-3.97951605512737E-05,5.11217333444106E-06,-1.35663099224599E-06,0,0,41
0,0,-1.23670827669359E-05,-4.00080772731847E-05,1.47495101427748E-05,1.77432510700933E-06,0,0,42
0,0,-7.70537236953508E-06,-2.06310899038977E-05,2.10601858650395E-06,-1.01223887009282E-05,0,0,43
0,0,-7.70740332568876E-06,-2.04891040623346E-05,2.14937553088808E-06,-1.04287704603965E-05,0,0,44
0,0,-1.27373345449055E-05,-3.27064354591588E-05,4.75793380345285E-06,-2.32608421442827E-06,0,0,45
0,0,-6.41959121926624E-06,-2.0181128764274E-05,3.51075419689825E-07,-1.58670568787509E-05,0,0,46
0,0,-1.25543001919712E-05,-4.24551004787918E-05,9.83838275835441E-06,-1.05400016881995E-07,0,0,47
0,0,-7.96484740586715E-06,-2.21459431174132E-05,2.26202662635116E-06,-1.01100631432194E-05,0,0,48
0,0,-6.0666674611154E-06,-2.31485719418768E-05,2.817544509151E-06,-1.8361643280435E-05,0,0,49
0,0,-1.07608498803533E-05,-2.76550061097009E-05,6.57250168373144E-07,-5.6945467702944E-06,0,0,50
0,0,-1.02927698283483E-05,-2.48093284745588E-05,3.00011452042236E-06,-1.0015659510489E-05,0,0,51
0,0,-1.18590500272976E-05,-4.04945740598272E-05,2.63701462615275E-05,5.00494381535251E-06,0,0,52
0,0,-1.27419841549165E-05,-3.42542765327832E-05,6.24905926585034E-06,-3.43033794822123E-07,0,0,53
0,0,-7.3737490298087E-06,-2.02554263993692E-05,1.96423678410026E-06,-1.15431394035041E-05,0,0,54
0,0,-1.21556539690532E-05,-4.49252490867131E-05,2.95966943129408E-07,-2.20620901946306E-07,0,0,55
0,0,-1.29678285434082E-05,-4.13036762042192E-05,7.0988295489319E-06,-6.58683844888018E-07,0,0,56
0,0,-1.33538504997118E-05,-4.39903759053095E-05,1.33392338356068E-06,-1.09131567745301E-06,0,0,57
0,0,-1.19588837529123E-05,-4.48382676385919E-05,4.21260895314388E-06,-3.90961833554934E-07,0,0,58
0,0,-1.18071360537535E-05,-2.85579907401728E-05,4.14689330798127E-06,-4.78416423222189E-06,0,0,59
0,0,-5.79183311236707E-06,-2.09121802890117E-05,1.00648197548233E-06,-1.64980458536494E-05,0,0,60
0,0,-1.2456693564934E-05,-3.35298900626369E-05,7.52491996046353E-06,1.06334535413219E-06,0,0,61
0,0,-9.61598594653209E-06,-4.40259609659583E-05,-1.30781586885667E-06,1.88865538102424E-07,0,0,62
0,0,-1.15186575718427E-05,-2.75524254204741E-05,8.47363063122678E-07,-1.36214536865688E-06,0,0,63
0,0,-1.21807295673581E-05,-4.46501470327578E-05,3.98106100468881E-06,-5.77422847970955E-07,0,0,64
0,0,-1.30921470405489E-05,-4.23887603709834E-05,4.87411140751518E-06,-1.09231343012135E-06,0,0,65
0,0,-1.25558695634598E-05,-3.35797521394467E-05,6.76977470539542E-06,4.14946782382279E-07,0,0,66
0,0,-8.34740292759021E-06,-2.11908200852943E-05,2.19945864965104E-06,-8.43037483533433E-06,0,0,67
0,0,-1.11037512930746E-05,-2.79393821630442E-05,-8.98418540041421E-08,-4.64346089108097E-06,0,0,68
0,0,-1.28511094336672E-05,-4.01207052343055E-05,8.80569296934586E-06,-8.70955766038898E-08,0,0,69
0,0,-1.37725157700345E-05,-4.05885045883962E-05,3.03706072515856E-06,-2.2870225809674E-06,0,0,70
0,0,-1.18016504946014E-05,-2.86997814696435E-05,2.0040540892537E-06,7.92014070772671E-07,0,0,71
0,0,-1.34351838009502E-05,-3.49182313484427E-05,3.6583042631503E-06,-4.80372094245955E-06,0,0,72
0,0,-8.48008045415855E-06,-2.19990605738625E-05,1.56264894162451E-06,-1.36415852327124E-05,0,0,73
0,0,-6.59079474034051E-06,-2.26040167645199E-05,3.03368208912918E-06,-1.56854678338575E-05,0,0,74
0,0,-8.72816152101881E-06,-4.3179460227899E-05,-1.64191163888827E-06,1.70854318989638E-07,0,0,75
0,0,-1.18135711896345E-05,-4.49499806690639E-05,3.40270974474912E-06,-2.05484417911519E-07,0,0,76
0,0,-1.07043634036224E-05,-4.46786000092083E-05,-6.6222528049972E-07,5.23318826759906E-07,0,0,77
0,0,-1.25102963578713E-05,-3.53430421429097E-05,9.53865114876357E-06,1.47828273052452E-06,0,0,78
0,0,-8.0412114186088E-06,-2.21191169702249E-05,2.19285698610448E-06,-9.81958382110444E-06,0,0,79
0,0,-1.23176655656508E-05,-4.40664616569264E-05,7.23217284476402E-06,-5.12692701206498E-07,0,0,80
0,0,-1.175992819906E-05,-4.47427098415252E-05,2.89643320203161E-05,1.26734810673105E-06,0,0,81
0,0,-5.89558378845258E-06,-2.1728609943179E-05,1.67369384566454E-06,-1.69739615099509E-05,0,0,82
0,0,-6.60984931223984E-06,-2.14529913368942E-05,2.2554264145867E-06,-1.42034645787301E-05,0,0,83
0,0,-1.30616235032235E-05,-3.30065753098735E-05,3.73492414692367E-06,-5.64353785326346E-06,0,0,84
0,0,-7.11958827475385E-06,-2.04310600043769E-05,1.02383985219198E-06,-1.45365664546798E-05,0,0,85
0,0,-1.08956028445438E-05,-4.45137109232499E-05,-3.59901204968292E-06,1.41816177310139E-06,0,0,86
0,0,-1.29704462389103E-05,-4.39828820847876E-05,2.03611139828323E-06,-1.0150063379485E-06,0,0,87
0,0,-1.30240863373614E-05,-4.08942419151908E-05,6.93331121190929E-06,-6.97342126157737E-07,0,0,88
0,0,-8.64740934727352E-06,-2.1505942911414E-05,2.24227470468139E-06,-7.72041561239711E-06,0,0,89
0,0,-5.60095700217166E-06,-2.08973926413557E-05,5.69463163656276E-07,-1.71235633955781E-05,0,0,90
0,0,-6.4729158635388E-06,-2.18835795543098E-05,2.45006918031562E-06,-1.51803350481166E-05,0,0,91
0,0,-6.75418663304677E-06,-2.04349095946384E-05,2.9626844090447E-07,-1.59465999612064E-05,0,0,92
0,0,-1.31988087797033E-05,-3.88431704427522E-05,6.06956686073424E-06,-9.90547501722013E-07,0,0,93
0,0,-5.65201940024095E-06,-2.07484229311193E-05,5.74278256228112E-07,-1.68726348145516E-05,0,0,94
0,0,-5.6306654400843E-06,-2.07377767091461E-05,-1.86164485116651E-06,-1.89690029109803E-05,0,0,95
0,0,-8.8865222385013E-06,-2.3960694427667E-05,2.1815951437469E-06,-8.70755957364043E-06,0,0,96
0,0,-1.17257461636432E-05,-2.82680550465139E-05,2.83477854008383E-06,-9.02526876436474E-07,0,0,97
0,0,-1.26691927289831E-05,-4.38155167338846E-05,4.60339052249996E-06,-8.63939167810941E-07,0,0,98
0,0,-1.17505864258522E-05,-4.49798337305151E-05,3.58391201349288E-06,-2.92269528671589E-08,0,0,99
0,0,-7.01549458972751E-06,-2.01304043973454E-05,1.75605009534275E-06,-1.24196501523178E-05,0,0,100
0,0,-6.62926174941954E-06,-2.47928362804229E-05,5.02194144847183E-06,-1.90264093811701E-05,0,0,101
0,0,-7.09732532126768E-06,-4.10806219545815E-05,-1.75679961939031E-06,1.50291064949321E-07,0,0,102
0,0,-1.04342523998258E-05,-2.53015181294169E-05,2.48918103574994E-06,-1.15197912088885E-05,0,0,103
0,0,-6.7537584568647E-06,-4.05238910983614E-05,-1.24148892919849E-06,5.56645563836174E-07,0,0,104
0,0,-7.867570431593E-06,-2.13247273363278E-05,2.07563094728602E-06,-9.75815783028733E-06,0,0,105
0,0,-1.02709610388881E-05,-4.41575728488911E-05,-2.49534463425435E-06,1.55293602931191E-06,0,0,106
0,0,-1.37826681806386E-05,-3.73816202758602E-05,3.37710924510491E-06,-3.88746084712081E-06,0,0,107
0,0,-5.69629849394618E-06,-2.06730058849687E-05,6.14917194857993E-07,-1.66893684532603E-05,0,0,108
0,0,-1.21273588513948E-05,-2.99442410435824E-05,4.34327267434534E-06,-1.72010238570271E-06,0,0,109
0,0,-1.01158197147241E-05,-2.4439449147381E-05,2.93974741189014E-06,-1.01801385372335E-05,0,0,110
0,0,-1.29074249921669E-05,-4.43728958254537E-05,1.08634759289775E-06,-8.13732120193193E-07,0,0,111
0,0,-8.72087957199914E-06,-2.16839637319259E-05,2.12679769149591E-06,-7.46573667748395E-06,0,0,112
0,0,-9.94974157319882E-06,-2.3473243449092E-05,2.91014927140395E-06,-5.47714192120802E-06,0,0,113
0,0,-5.77166454774996E-06,-2.03722960147744E-05,-7.27080934656679E-07,-1.76543744767571E-05,0,0,114
0,0,-9.92954035807359E-06,-2.46265117500854E-05,1.31568560445361E-06,-0.0000142558223217,0,0,115
0,0,-1.1316343171102E-05,-4.45794311741444E-05,-9.70097449892413E-06,1.97483044314129E-06,0,0,116
0,0,-1.3124292079182E-05,-3.44743719776767E-05,4.47895100868136E-06,-2.89298794133594E-06,0,0,117
0,0,-1.34871064636788E-05,-4.39791967885309E-05,1.64380640803335E-06,-1.04354643287096E-06,0,0,118
0,0,-7.5199761952249E-06,-2.19663072093158E-05,2.46930804707738E-06,-1.14979277140137E-05,0,0,119
0,0,-7.55132594741524E-06,-2.06981317800648E-05,1.45569100346008E-06,-1.36077351622446E-05,0,0,120
0,0,-7.47222436171723E-06,-2.03178129794704E-05,1.95225700153816E-06,-1.18087241899513E-05,0,0,121
0,0,-9.78515710221805E-06,-2.37086505106909E-05,1.34722061227856E-06,-5.26695813384178E-06,0,0,122
0,0,-1.05976253383627E-05,-2.49471189123856E-05,1.89296402215136E-06,-3.41970759650565E-06,0,0,123
0,0,-7.24099265774428E-06,-2.1683421228115E-05,2.42610836881249E-06,-1.22000528896844E-05,0,0,124
0,0,-1.33847972827926E-05,-4.40700649942857E-05,1.46451450925005E-06,-9.90871546938619E-07,0,0,125
0,0,-1.26659202958174E-05,-3.41687689522648E-05,6.69074176105267E-06,8.70071960397572E-08,0,0,126
0,0,-1.28712110064984E-05,-3.30339211763963E-05,4.49421979572164E-06,-3.13861269333788E-06,0,0,127
0,0,-1.17501357299936E-05,-4.49792010256889E-05,8.26388143387503E-06,-1.43238616768247E-08,0,0,128
0,0,-1.19885838153546E-05,-4.4834285005572E-05,3.70753466419488E-06,-4.19171016363617E-07,0,0,129
0,0,-8.69504309842125E-06,-2.24400956320883E-05,1.81258928969866E-06,-7.88638377992933E-06,0,0,130
0,0,-1.19296772024152E-05,-2.93498544746147E-05,3.42495462908073E-06,5.5251132558763E-07,0,0,131
0,0,-9.53332688998644E-06,-2.42646089864793E-05,1.34791926810406E-06,-6.71000858696459E-06,0,0,132
0,0,-9.63223987215908E-06,-2.28769085652354E-05,2.64404069002129E-06,-5.84566819524952E-06,0,0,133
0,0,-1.2734166311589E-05,-4.46255513432344E-05,7.57677431367405E-07,-5.84130252275638E-07,0,0,134
0,0,-1.09094638800441E-05,-2.56747822192153E-05,2.24865670674149E-06,-2.85324607554688E-06,0,0,135
0,0,-1.31535784805061E-05,-3.55747732494065E-05,4.99359568519696E-06,-1.88504271484155E-06,0,0,136
0,0,-6.58889871551703E-06,-2.15441865353975E-05,2.30068744410143E-06,-1.43757829720086E-05,0,0,137
0,0,-8.7956481789273E-06,-4.28516572841147E-05,-1.87965469370626E-06,1.898736305806E-06,0,0,138
0,0,-1.23877455640855E-05,-4.48619170972588E-05,4.96139953166904E-07,-2.53935229495098E-07,0,0,139
0,0,-7.78636567625153E-06,-2.08209399258019E-05,2.09165668936532E-06,-9.83713499950755E-06,0,0,140
0,0,-8.01822739836285E-06,-2.11183488629929E-05,1.84382024592058E-06,-1.27305954144836E-05,0,0,141
0,0,-1.30771479885189E-05,-4.23853165562698E-05,4.9830979567685E-06,-1.07139102011193E-06,0,0,142
0,0,-1.283509931389E-05,-3.75098571200059E-05,8.4203647153971E-06,2.19087117300772E-07,0,0,143
0,0,-1.23596824895684E-05,-3.34570487215046E-05,8.3211886055535E-06,1.68637246303347E-06,0,0,144
0,0,-5.9263834704068E-06,-2.1826717187131E-05,1.78157561866423E-06,-1.6991342199076E-05,0,0,145
0,0,-1.28239065708164E-05,-4.43253930106495E-05,1.5016547408239E-06,-8.52001926703343E-07,0,0,146
0,0,-1.21460147674902E-05,-3.01332182023841E-05,4.36188071229473E-06,-1.06785771569811E-06,0,0,147
0,0,-5.94467685271221E-06,-2.10158045416138E-05,1.34386480345599E-06,-1.60688658312385E-05,0,0,148
0,0,-1.35714977756007E-05,-4.32331073608492E-05,1.70299919530175E-06,-1.53530423737173E-06,0,0,149
0,0,-9.29809033752234E-06,-4.38078417275312E-05,-1.95064167593712E-06,-4.55665766543464E-07,0,0,150
0,0,-1.17758338844411E-05,-4.4980231723327E-05,3.32242298813919E-08,-2.05991114670862E-08,0,0,151
0,0,-7.32572535976258E-06,-2.38509798662464E-05,4.18559290419748E-06,-1.45733357041481E-05,0,0,152
0,0,-8.7396398059217E-06,-2.24479898722057E-05,1.51201764407834E-06,-1.38083970938189E-05,0,0,153
0,0,-5.78912224599465E-06,-2.17442245875695E-05,1.48596425465204E-06,-1.7334453097304E-05,0,0,154
0,0,-8.85395258387525E-06,-4.31700327141857E-05,-1.22116730533777E-06,1.01794409707805E-06,0,0,155
0,0,-1.12257395618586E-05,-2.75758776383863E-05,-3.819254072535E-07,-3.61173446881778E-06,0,0,156
0,0,-1.35125183347309E-05,-4.26288614042763E-05,2.42337904255098E-06,-1.57842988085528E-06,0,0,157
0,0,-1.16743588799547E-05,-2.81494536270948E-05,3.60284452419661E-06,-7.76439916488118E-06,0,0,158
0,0,-1.1739860300253E-05,-2.83266171761476E-05,3.37858128911158E-07,-2.47187274582836E-07,0,0,159
0,0,-9.8593782921506E-06,-2.32985738297928E-05,2.59010717095797E-06,-5.27185033741413E-06,0,0,160
0,0,-1.0548866477653E-05,-2.48074919975843E-05,3.30054632980962E-06,-4.68864097583465E-06,0,0,161
0,0,-8.15269187698319E-06,-2.12330890412553E-05,2.06632754694846E-06,-8.85862175445068E-06,0,0,162
0,0,-1.21384203665531E-05,-4.41498024137777E-05,9.87369180088627E-06,-1.83895778186527E-07,0,0,163
0,0,-6.79098256128732E-06,-2.1511386346147E-05,2.34914172535815E-06,-1.36227793328628E-05,0,0,164
0,0,-1.20081945979417E-05,-2.96367666382988E-05,3.87214435598504E-06,-6.398504621714E-08,0,0,165
0,0,-6.72459121843314E-06,-2.1210301112302E-05,2.16087513388796E-06,-1.35562805226471E-05,0,0,166
0,0,-1.42128075494147E-05,-3.90033837316977E-05,2.73850996056061E-06,-4.56702880566076E-06,0,0,167
0,0,-6.56936678814248E-06,-2.18180371012938E-05,2.46392908573117E-06,-1.47572098227843E-05,0,0,168
0,0,-1.08115403715243E-05,-2.54077423362637E-05,2.82517946500501E-06,-3.3986662457144E-06,0,0,169
0,0,-9.07170543781458E-06,-2.19663503293806E-05,2.64419137543145E-06,-7.2584747681231E-06,0,0,170
0,0,-1.36053303279167E-05,-3.77018706834958E-05,3.89499856766887E-06,-2.76078159257246E-06,0,0,171
0,0,-9.49287128419859E-06,-2.29224188464053E-05,1.80163645522232E-06,-5.70587966919669E-06,0,0,172
0,0,-6.41352319459211E-06,-2.28929262391344E-05,3.11992593642362E-06,-1.67488201662454E-05,0,0,173
0,0,-8.85518705894724E-06,-4.32217518602413E-05,-1.23817093364577E-06,7.86002102171749E-07,0,0,174
0,0,-1.02454439858268E-05,-2.41499069911884E-05,3.31563958281406E-06,-5.61734826560739E-06,0,0,175
0,0,-8.73783593096472E-06,-2.32936807109781E-05,-7.10645525528482E-07,-1.78113147754495E-05,0,0,176
0,0,-7.14349755308914E-06,-2.20193260426608E-05,2.65956754066377E-06,-1.29110765543803E-05,0,0,177
0,0,-6.49633887064663E-06,-4.01874125351762E-05,-2.58162575901751E-06,-8.53343497983919E-07,0,0,178
0,0,-1.1344353791014E-05,-2.69607188918688E-05,3.47731366958779E-06,-2.85046765721756E-06,0,0,179
0,0,-1.30135769053177E-05,-3.99189921826054E-05,7.41114181829562E-06,-5.12465160341326E-07,0,0,180
0,0,-9.15702401718175E-06,-2.36726758936334E-05,7.25611710536206E-08,-1.65779633507758E-05,0,0,181
0,0,-1.0821261619399E-05,-2.5669201260359E-05,3.75356070308117E-06,-6.07544227085228E-06,0,0,182
0,0,-1.24093945902608E-05,-4.01537688375157E-05,1.40920322190703E-05,1.51895082387498E-06,0,0,183
0,0,-9.98068399657688E-06,-2.35901534919778E-05,3.19919316938427E-06,-6.07657687409825E-06,0,0,184
0,0,-1.38645551453639E-05,-4.00201098420825E-05,2.98936369392027E-06,-2.69450809467788E-06,0,0,185
0,0,-1.3247167104536E-05,-3.43717365094284E-05,3.98710780462885E-06,-4.16241665466523E-06,0,0,186
0,0,-1.1401042599406E-05,-2.72040779351671E-05,3.91434927903493E-06,-3.90310268929073E-06,0,0,187
0,0,-1.10407259856313E-05,-2.62151251657318E-05,3.84290334630165E-06,-5.3841595319045E-06,0,0,188
0,0,-1.2160499776993E-05,-4.02798213289313E-05,1.84310211467147E-05,2.77821685646921E-06,0,0,189
0,0,-1.18595092718486E-05,-4.46413773292259E-05,1.42123356661971E-05,2.33008086817602E-07,0,0,190
0,0,-7.03559321830144E-06,-2.04221314143234E-05,1.90610399540274E-06,-1.20389700219508E-05,0,0,191
0,0,-1.20748214572444E-05,-2.94540647642847E-05,4.1349201139737E-06,-5.15768766740246E-06,0,0,192
0,0,-5.58367753406196E-06,-2.08407345973981E-05,4.78922662787613E-07,-1.71495990627317E-05,0,0,193
0,0,-1.1285481364846E-05,-2.69797857028682E-05,3.88746982790663E-06,-6.27133150044255E-06,0,0,194
0,0,-7.84752145986848E-06,-2.26571334809552E-05,-2.20901600307523E-06,-1.97546532524143E-05,0,0,195
0,0,-6.77795335188387E-06,-2.00546256857713E-05,1.52536408727527E-06,-1.32587791861847E-05,0,0,196
0,0,-1.2757273400793E-05,-4.36896685038758E-05,4.34861401294741E-06,-9.2322069207593E-07,0,0,197
0,0,-1.22301873583571E-05,-3.06374001738357E-05,4.60859246536073E-06,-7.17192839830304E-07,0,0,198
0,0,-9.10861669161348E-06,-2.21562043224672E-05,2.91977033891452E-06,-8.63707673775019E-06,0,0,199
0,0,-1.17279678884944E-05,-2.82844275229186E-05,3.77738032740283E-06,-2.12035092106465E-06,0,0,200
0,0,-1.19325819597258E-05,-2.92502968220019E-05,3.4453279304157E-06,-6.6967720344989E-08,0,0,201
0,0,-8.48862081761439E-06,-2.24528763778935E-05,1.95244125201559E-06,-8.59338243106894E-06,0,0,202
0,0,-6.53302153111234E-06,-2.46388261873367E-05,4.74253397260891E-06,-1.91401373637126E-05,0,0,203
0,0,-1.13804335361561E-05,-2.8129499719944E-05,-6.25118060455719E-07,-3.58213450947765E-06,0,0,204
0,0,-1.2646235002123E-05,-3.5338969615951E-05,8.23111031658639E-06,7.36628505531752E-07,0,0,205
0,0,-1.35004633785122E-05,-3.86833787541128E-05,4.38646837221774E-06,-1.94845411945887E-06,0,0,206
0,0,-5.70526215133718E-06,-2.03217387773171E-05,3.35607161200966E-08,-1.68788742917758E-05,0,0,207
0,0,-1.21006996001895E-05,-4.49450764751968E-05,2.55080155164097E-07,-1.38235627687435E-07,0,0,208
0,0,-9.80167468046205E-06,-2.32163318451691E-05,2.38045555156946E-06,-5.22342620457622E-06,0,0,209
0,0,-8.32284406089109E-06,-2.1741339541877E-05,1.577515571467E-06,-1.35659754467664E-05,0,0,210
0,0,-8.18289400412201E-06,-2.15689283590373E-05,1.49366394548016E-06,-1.3728482577178E-05,0,0,211
0,0,-9.63203062999517E-06,-2.32463722620755E-05,1.62765870868731E-06,-5.44637529121648E-06,0,0,212
0,0,-1.41785081298598E-05,-4.12983959407069E-05,2.36367680260796E-06,-3.10051366184486E-06,0,0,213
0,0,-7.71326491851909E-06,-2.29939723670435E-05,3.04553728395086E-06,-1.19390138283326E-05,0,0,214
0,0,-6.47559083525923E-06,-2.43352628098188E-05,4.38473839877811E-06,-1.88281445836514E-05,0,0,215
0,0,-1.24574521905394E-05,-4.46872698953879E-05,1.26837284196726E-06,-6.07888092543814E-07,0,0,216
0,0,-6.7332503693892E-06,-2.37629246279477E-05,4.10805218604353E-06,-1.68504116098573E-05,0,0,217
0,0,-9.22936111947309E-06,-2.23872075552903E-05,2.98084955993993E-06,-8.68810369032896E-06,0,0,218
0,0,-5.70521541081292E-06,-2.09802617972985E-05,8.72724589247888E-07,-1.6836428025112E-05,0,0,219
0,0,-1.14324758962708E-05,-2.72003534285882E-05,2.41127206129803E-06,-1.6737147612249E-06,0,0,220
0,0,-7.69869820755119E-06,-2.3385257284132E-05,3.40772517970297E-06,-1.24700496629143E-05,0,0,221
0,0,-7.66727537706233E-06,-2.05192508137248E-05,1.98838257319173E-06,-1.19074284605318E-05,0,0,222
0,0,-1.36179304862062E-05,-4.21959636518702E-05,2.52512933361828E-06,-1.75963749783715E-06,0,0,223
0,0,-1.20553177823908E-05,-2.95826097389067E-05,4.2781027489075E-06,-2.19509889111728E-06,0,0,224
0,0,-9.52563734210289E-06,-4.37993045400081E-05,-1.14660531830647E-06,1.00744308925095E-06,0,0,225
0,0,-1.09576095461511E-05,-4.47574253562476E-05,-9.09489805082273E-07,6.17782135057529E-07,0,0,226
0,0,-6.72161913542863E-06,-2.0113029106921E-05,9.90153306759371E-07,-1.45785459662592E-05,0,0,227
0,0,-5.69698451250877E-06,-2.17520251631861E-05,1.30022947189953E-06,-1.76315069143285E-05,0,0,228
0,0,-9.70773207444158E-06,-2.54316255176449E-05,1.64436640776054E-06,-7.28862582794949E-06,0,0,229
0,0,-1.25822948127294E-05,-3.74598899236256E-05,1.08908073302962E-05,1.30831455057527E-06,0,0,230
0,0,-8.83845051932285E-06,-2.38793927596927E-05,2.20482396333711E-06,-8.79437113284948E-06,0,0,231
0,0,-1.25012620374779E-05,-4.46809999237013E-05,1.1010449482999E-06,-6.03084361772477E-07,0,0,232
0,0,-8.31342554164636E-06,-2.10169720990802E-05,2.47534564933698E-06,-9.48766132510581E-06,0,0,233
0,0,-1.04923435406664E-05,-2.68287034619774E-05,7.87927808054007E-07,-5.8560652271788E-06,0,0,234
0,0,-1.3297817148631E-05,-3.61616915805068E-05,4.64170793105102E-06,-2.25621244730527E-06,0,0,235
0,0,-8.65758033173726E-06,-2.44461836473344E-05,3.00235553248831E-06,-1.00718328566749E-05,0,0,236
0,0,-1.40914003806295E-05,-4.00227185389137E-05,2.65604253157228E-06,-3.42903524129526E-06,0,0,237
0,0,-1.22263827791658E-05,-3.01232500015898E-05,4.35311892922529E-06,-3.68119741050943E-06,0,0,238
0,0,-1.36593546157147E-05,-3.64390131099215E-05,3.5322979242055E-06,-4.16464289657873E-06,0,0,239
0,0,-1.31160514327328E-05,-4.03867674972279E-05,6.47230778938749E-06,-8.31754786366831E-07,0,0,240
0,0,-1.05856435330068E-05,-2.51472950420606E-05,1.12688078437049E-06,-3.55485296956243E-06,0,0,241
0,0,-8.5478670067624E-06,-2.25416477654107E-05,1.92706126586053E-06,-8.47230519232448E-06,0,0,242
0,0,-1.21800604288657E-05,-3.33440905221819E-05,1.00746924295402E-05,2.89830057502548E-06,0,0,243
0,0,-5.71078097554622E-06,-2.08660408444186E-05,8.05307441988455E-07,-1.67374086126008E-05,0,0,244
